original_title,year,genre,duration,country,language,imdb_score,worldwide_gross_income,tomatometer_rating
Contracted,2013,"Drama, Horror, Thriller",84,USA,English,53.0,0.058221,53.0
Muppets Most Wanted,2014,"Adventure, Comedy, Crime",107,USA,"English, German",64.0,80.383113,80.0
The Possession of Michael King,2014,Horror,83,USA,English,57.0,2.405143,32.0
Jumanji: Welcome to the Jungle,2017,"Action, Adventure, Comedy",119,"USA, India, Canada, UK, Australia, Germany",English,69.0,962.102237,76.0
My Friend Dahmer,2017,"Biography, Drama, Horror",107,USA,English,62.0,1.436751,86.0
The Canyons,2013,"Drama, Thriller",99,USA,English,38.0,0.270185,21.0
Minions,2015,"Animation, Adventure, Comedy",91,USA,"English, Spanish",64.0,1159.443129,55.0
22 Jump Street,2014,"Action, Comedy, Crime",112,USA,English,70.0,331.333876,85.0
Frozen,2013,"Animation, Adventure, Comedy",102,USA,"English, Norwegian",74.0,1280.803353,90.0
In a World...,2013,Comedy,93,USA,"English, Russian",67.0,3.114953,92.0
Zero Charisma,2013,"Comedy, Drama",86,USA,English,62.0,0.009417,76.0
Falcon Rising,2014,"Action, Adventure, Crime",103,USA,English,58.0,0.267476,43.0
Concussion,2013,Drama,96,USA,English,57.0,0.078957,75.0
Sherlock Gnomes,2018,"Animation, Adventure, Comedy",86,"UK, USA, India, Canada, France, Belgium","English, Mandarin",52.0,90.497778,27.0
Free the Nipple,2014,"Comedy, Drama",78,USA,English,39.0,0.004198,18.0
Jessabelle,2014,"Drama, Horror, Mystery",90,USA,English,54.0,6.998359,28.0
Olympus Has Fallen,2013,"Action, Thriller",119,USA,"English, Korean",65.0,170.270201,49.0
The Selfish Giant,2013,Drama,91,UK,English,73.0,1.114027,98.0
Mandela: Long Walk to Freedom,2013,"Biography, Drama, History",141,"UK, South Africa, France","English, Afrikaans, Xhosa",71.0,27.985788,61.0
The 5th Wave,2016,"Action, Adventure, Sci-Fi",112,"USA, UK",English,52.0,109.906372,15.0
Reasonable Doubt,2014,"Crime, Drama, Thriller",91,"Canada, Germany, USA",English,57.0,0.602802,22.0
Wild,2014,"Biography, Drama",115,USA,English,71.0,52.501541,88.0
We Are What We Are,2013,"Drama, Horror, Thriller",105,"USA, France",English,59.0,0.159047,86.0
The Gallows,2015,"Horror, Mystery, Sci-Fi",81,USA,English,42.0,42.96441,14.0
The Hobbit: The Battle of the Five Armies,2014,"Adventure, Fantasy",144,"New Zealand, USA",English,74.0,956.019788,59.0
Homefront,2013,"Action, Crime, Thriller",100,USA,English,65.0,48.449416,43.0
Afternoon Delight,2013,"Comedy, Drama",98,USA,English,57.0,0.175755,66.0
Behaving Badly,2014,"Comedy, Romance",97,USA,English,44.0,0.422697,0.0
Galveston,2018,"Action, Crime, Drama",91,USA,English,62.0,0.225795,73.0
Alien: Covenant,2017,"Horror, Sci-Fi, Thriller",122,"USA, UK",English,64.0,240.891763,65.0
Blue Iguana,2018,"Action, Comedy, Crime",100,UK,English,55.0,0.04105,39.0
The Better Angels,2014,"Biography, Drama, History",95,USA,English,61.0,0.070918,45.0
Endless Love,2014,"Drama, Romance",104,USA,English,63.0,34.718173,16.0
Hell Baby,2013,"Comedy, Horror",98,USA,English,49.0,0.008785,31.0
Jannat 2,2012,"Crime, Drama, Thriller",150,India,Hindi,61.0,11.798448,0.0
The Babadook,2014,"Drama, Horror",94,"Australia, Canada",English,68.0,10.31254,98.0
Fifty Shades of Grey,2015,"Drama, Romance, Thriller",125,USA,English,41.0,569.651467,25.0
Strangerland,2015,"Drama, Mystery, Thriller",112,"Ireland, Australia",English,52.0,0.111107,41.0
A Girl Walks Home Alone at Night,2014,"Drama, Horror",101,USA,Persian,70.0,0.546352,96.0
The Identical,2014,"Drama, Music",107,USA,English,52.0,2.840991,6.0
The Captive,2014,"Crime, Drama, Mystery",112,Canada,English,59.0,2.096212,30.0
Dark Touch,2013,Horror,90,"France, Ireland, Sweden",English,48.0,0.256979,64.0
Mary Queen of Scots,2018,"Biography, Drama, History",124,"UK, USA","English, French, Scottish Gaelic, Latin",63.0,46.712809,62.0
Rememory,2017,"Drama, Mystery, Sci-Fi",111,"UK, USA, Canada",English,62.0,0.070124,25.0
The Fitzgerald Family Christmas,2012,Drama,99,USA,English,62.0,0.050292,64.0
The Expendables 3,2014,"Action, Adventure, Thriller",126,"USA, France, Germany, Bulgaria","English, Romanian, Spanish",61.0,214.657577,32.0
Fruitvale Station,2013,"Biography, Crime, Drama",85,USA,"English, Spanish",75.0,17.38583,94.0
Snatched,2017,"Action, Adventure, Comedy",90,USA,"English, Spanish",45.0,60.845711,36.0
Blue Jasmine,2013,Drama,98,USA,English,73.0,99.104804,91.0
White House Down,2013,"Action, Drama, Thriller",131,USA,English,64.0,205.366737,52.0
Parkland,2013,"Drama, History, Mystery",93,USA,English,64.0,1.412181,50.0
Haunter,2013,"Fantasy, Horror, Mystery",97,"Canada, France",English,59.0,1.489366,56.0
The Rover,2014,"Action, Crime, Drama",103,"Australia, USA","English, Chinese",64.0,2.510007,66.0
The Mummy,2017,"Action, Adventure, Fantasy",111,"USA, China, Japan","English, Egyptian (Ancient)",54.0,409.231607,16.0
Mississippi Grind,2015,"Comedy, Drama",108,USA,English,64.0,0.422746,91.0
Grace Unplugged,2013,"Drama, Music",102,USA,English,61.0,2.507201,50.0
Barefoot,2014,"Comedy, Drama, Romance",90,USA,English,66.0,0.015071,17.0
Bhaag Milkha Bhaag,2013,"Biography, Drama, Sport",186,India,Hindi,82.0,2.325917,72.0
Jobs,2013,"Biography, Drama",128,"USA, Switzerland",English,59.0,42.128352,28.0
Rio 2,2014,"Animation, Adventure, Comedy",101,USA,"English, Portuguese",63.0,498.781117,48.0
Unfinished Business,2015,"Comedy, Drama",91,USA,English,54.0,14.431253,10.0
Last Ounce of Courage,2012,"Drama, War",101,USA,English,37.0,3.329674,0.0
Days and Nights,2014,"Comedy, Drama",92,USA,English,47.0,0.013243,0.0
The Intern,2015,"Comedy, Drama",121,USA,English,71.0,194.564672,60.0
Runner Runner,2013,"Crime, Thriller",88,USA,"English, Spanish",56.0,62.675095,8.0
The Disappointments Room,2016,"Drama, Horror, Thriller",91,USA,English,39.0,5.74504,0.0
Touchy Feely,2013,"Comedy, Drama",88,USA,English,53.0,0.036128,40.0
"Where'd You Go, Bernadette",2019,"Comedy, Drama",109,USA,English,65.0,10.821453,49.0
A Private War,2018,"Biography, Drama, War",110,"UK, USA",English,67.0,3.915207,88.0
Bird People,2014,"Drama, Fantasy, Romance",127,France,"French, English, Japanese",60.0,0.866211,60.0
Short Term 12,2013,Drama,96,USA,English,80.0,1.645164,98.0
Down a Dark Hall,2018,"Drama, Fantasy, Horror",96,"Spain, USA",English,51.0,2.707199,50.0
Deliver Us from Evil,2014,"Horror, Mystery, Thriller",118,USA,"English, Spanish, Latin, Italian",62.0,87.937815,29.0
The Glass Castle,2017,"Biography, Drama",127,USA,English,71.0,22.088533,52.0
Man Up,2015,"Comedy, Drama, Romance",88,"UK, France, USA",English,68.0,6.135977,80.0
Spectre,2015,"Action, Adventure, Thriller",148,"UK, USA, Austria, Mexico, Italy, Morocco","English, Spanish, Italian, German, French",68.0,880.674609,63.0
Coco,2017,"Animation, Adventure, Family",105,USA,"English, Spanish",84.0,807.08367,97.0
Brooklyn,2015,"Drama, Romance",117,"UK, Canada, Ireland, USA","English, Latin, Irish",75.0,62.076141,97.0
Sundown,2016,"Action, Comedy, Romance",103,"Mexico, USA",English,54.0,0.229963,9.0
Focus,2015,"Comedy, Crime, Drama",105,"USA, Argentina","English, Spanish",66.0,158.762963,56.0
The Huntsman: Winter's War,2016,"Action, Adventure, Drama",114,"USA, China",English,61.0,164.989338,19.0
Road to Paloma,2014,"Drama, Thriller",91,USA,English,61.0,0.002191,57.0
How to Train Your Dragon: The Hidden World,2019,"Animation, Action, Adventure",104,"USA, Japan",English,75.0,521.800153,90.0
Dark Skies,2013,"Horror, Sci-Fi, Thriller",97,USA,English,63.0,27.858103,41.0
Delivery Man,2013,"Comedy, Drama",105,"USA, India, Canada",English,64.0,53.120346,39.0
Ain't Them Bodies Saints,2013,"Crime, Drama, Romance",96,USA,English,64.0,1.031243,77.0
Cuban Fury,2014,"Comedy, Romance, Sport",98,UK,"English, Persian, Spanish",62.0,5.678942,54.0
Enough Said,2013,"Comedy, Drama, Romance",93,USA,English,70.0,25.288872,95.0
Avengers: Age of Ultron,2015,"Action, Adventure, Sci-Fi",141,USA,"English, Korean",73.0,1402.808753,76.0
Mudbound,2017,"Drama, War",134,USA,English,74.0,0.117344,97.0
The Homesman,2014,"Drama, Western",122,"USA, France","English, Danish",66.0,3.819421,81.0
Smurfs: The Lost Village,2017,"Animation, Adventure, Comedy",90,"USA, Hong Kong, Canada",English,60.0,197.183546,40.0
Tracers,2015,"Action, Crime, Drama",94,USA,"English, Chinese, Vietnamese",56.0,3.340503,24.0
Anomalisa,2015,"Animation, Comedy, Drama",90,"UK, USA","English, Italian, Japanese",73.0,5.659286,92.0
Dark Places,2015,"Crime, Drama, Mystery",113,"USA, UK, France",English,62.0,5.090852,23.0
The November Man,2014,"Action, Thriller",108,"USA, UK","English, Russian",63.0,39.661919,35.0
Carol,2015,"Drama, Romance",118,"UK, USA, Australia",English,72.0,40.272135,94.0
Ping Pong Summer,2014,"Comedy, Drama, Sport",92,USA,English,54.0,0.052909,59.0
The Starving Games,2013,"Comedy, Sci-Fi",83,USA,English,32.0,3.906308,0.0
Catch Hell,2014,"Crime, Drama, Thriller",98,USA,English,55.0,0.037166,0.0
The Family,2013,"Comedy, Crime, Thriller",111,"USA, France","English, French, Italian",63.0,78.418811,28.0
The Magnificent Seven,2016,"Action, Adventure, Western",132,"USA, Australia","English, North American Indian, Spanish",69.0,162.360636,64.0
The Heat,2013,"Action, Comedy, Crime",117,USA,"English, Spanish, Bulgarian",66.0,229.930771,66.0
Copperhead,2013,Drama,120,USA,English,55.0,0.17174,21.0
Ironclad: Battle for Blood,2014,"Action, Adventure, Drama",108,"UK, Serbia",English,44.0,0.115791,17.0
The Happy Prince,2018,"Biography, Drama",105,"UK, Belgium, Italy, Germany","Latin, English, French, Italian",62.0,2.621992,72.0
Atomic Blonde,2017,"Action, Thriller",115,"USA, Germany, Sweden, Hungary","English, German, Russian, Swedish",67.0,100.014025,78.0
Open Windows,2014,"Crime, Mystery, Thriller",100,"Spain, USA","English, Spanish, French",52.0,0.550108,42.0
Goon: Last of the Enforcers,2017,"Comedy, Sport",101,Canada,English,58.0,0.124875,43.0
Philomena,2013,"Biography, Comedy, Drama",98,"UK, USA, France",English,76.0,100.129872,90.0
Last Weekend,2014,"Comedy, Drama",94,USA,English,55.0,0.027053,38.0
Project Almanac,2015,"Drama, Mystery, Sci-Fi",106,USA,English,64.0,33.213241,36.0
The Duel,2016,"Drama, Western",110,USA,"English, Spanish",58.0,0.020672,26.0
Goodbye to All That,2014,"Comedy, Drama, Romance",87,USA,English,52.0,0.016986,62.0
Joy,2015,"Biography, Drama",124,USA,"English, Spanish, French",66.0,101.134059,61.0
V/H/S/2,2013,"Horror, Sci-Fi, Thriller",96,"USA, Canada, Indonesia","English, Indonesian",60.0,0.805574,70.0
The Peanuts Movie,2015,"Animation, Comedy, Family",88,USA,English,71.0,246.233113,87.0
Isn't It Romantic,2019,"Comedy, Fantasy, Romance",89,USA,English,59.0,48.791187,70.0
Masterminds,2016,"Biography, Comedy, Crime",95,USA,"English, Spanish",58.0,29.674699,34.0
The Single Moms Club,2014,"Comedy, Drama",111,USA,English,53.0,16.365451,18.0
And So It Goes,2014,"Comedy, Drama, Romance",94,USA,English,58.0,25.419147,18.0
Left Behind,2014,"Action, Drama, Fantasy",110,"USA, Canada",English,31.0,27.405896,1.0
Paranormal Activity: The Ghost Dimension,2015,"Horror, Mystery, Thriller",88,USA,"English, German, Ukrainian",46.0,78.903124,14.0
Paranormal Activity: The Marked Ones,2014,"Horror, Mystery, Thriller",84,USA,"English, Spanish",50.0,90.894962,39.0
Mr. Turner,2014,"Biography, Drama, History",150,"UK, France, Germany, USA",English,68.0,22.179785,97.0
Rob the Mob,2014,"Crime, Drama",104,USA,English,63.0,0.209613,81.0
"Extremely Wicked, Shockingly Evil and Vile",2019,"Biography, Crime, Drama",110,USA,English,66.0,9.813468,54.0
Star Wars: Episode VII - The Force Awakens,2015,"Action, Adventure, Sci-Fi",138,USA,English,79.0,2068.224036,92.0
Last Knights,2015,"Action, Drama, History",115,"UK, USA, South Korea, Czech Republic",English,62.0,1.797955,16.0
Stretch,2014,"Comedy, Crime",94,USA,English,65.0,0.004833,88.0
Bone Tomahawk,2015,"Drama, Horror, Western",132,"USA, UK",English,71.0,0.382579,90.0
Burnt,2015,"Comedy, Drama",101,"USA, UK","English, French, Italian",66.0,36.606743,28.0
Alien Abduction,2014,"Horror, Sci-Fi, Thriller",85,USA,English,49.0,0.082725,28.0
Hotel Transylvania 2,2015,"Animation, Comedy, Family",89,USA,English,67.0,474.8,56.0
Billy Lynn's Long Halftime Walk,2016,"Action, Drama, Sport",113,"UK, China, USA",English,62.0,30.930984,44.0
The Gunman,2015,"Action, Crime, Drama",115,"USA, Spain, UK, France","English, Spanish",58.0,24.177137,16.0
The Canal,2014,"Horror, Mystery, Thriller",92,"Ireland, UK",English,59.0,0.075212,71.0
God's Not Dead,2014,Drama,113,USA,English,47.0,64.676349,12.0
Blockers,2018,Comedy,102,USA,English,62.0,94.017294,84.0
I Spit on Your Grave 2,2013,"Horror, Thriller",106,"USA, Bulgaria","English, Bulgarian",57.0,0.678604,0.0
Slow Learners,2015,"Comedy, Romance",96,USA,English,58.0,0.022272,73.0
Arrival,2016,"Drama, Mystery, Sci-Fi",116,"USA, Canada","English, Russian, Mandarin",79.0,203.388186,94.0
Wonder,2017,"Drama, Family",113,"USA, Hong Kong, Canada",English,80.0,323.253714,85.0
The Light Between Oceans,2016,"Drama, Romance",133,"UK, New Zealand, USA, India, Australia",English,72.0,25.975621,61.0
Poker Night,2014,"Crime, Mystery, Thriller",104,"Canada, USA",English,63.0,0.007457,50.0
Crimson Peak,2015,"Drama, Fantasy, Horror",119,"Canada, USA, Mexico",English,65.0,74.679822,72.0
The Second Best Exotic Marigold Hotel,2015,"Comedy, Drama",122,"UK, USA",English,66.0,85.978266,65.0
Plastic,2014,"Action, Comedy, Crime",102,UK,English,60.0,0.973987,17.0
A Million Ways to Die in the West,2014,"Comedy, Western",116,USA,"English, Navajo, Mandarin",61.0,87.189756,33.0
Lilting,2014,"Drama, Romance",83,UK,"English, Mandarin",72.0,0.247377,84.0
Get Hard,2015,"Comedy, Crime",100,USA,English,60.0,111.711453,28.0
Alice Through the Looking Glass,2016,"Adventure, Family, Fantasy",113,"USA, UK",English,62.0,299.457024,29.0
Going in Style,2017,"Comedy, Crime",96,USA,English,66.0,84.918541,47.0
Boss,2013,Action,143,India,Hindi,51.0,0.594283,0.0
Life After Beth,2014,"Comedy, Fantasy, Horror",89,USA,English,56.0,0.274717,44.0
Me and Earl and the Dying Girl,2015,"Comedy, Drama",105,USA,English,77.0,9.074749,81.0
Sweet Virginia,2017,"Action, Drama, Thriller",93,Canada,English,62.0,0.014725,79.0
Shut In,2016,"Drama, Horror, Mystery",91,"Canada, France, USA, India",English,48.0,13.082071,7.0
Hell or High Water,2016,"Action, Crime, Drama",102,USA,English,76.0,37.879877,97.0
Whiplash,2014,"Drama, Music",106,USA,English,85.0,48.98326,94.0
The Outcasts,2017,Comedy,95,USA,English,55.0,0.06125,56.0
Viral,2016,"Drama, Horror, Sci-Fi",85,USA,English,55.0,0.55176,50.0
Gloria,2014,"Biography, Drama, Music",126,Mexico,"Spanish, Portuguese",65.0,0.014701,99.0
Leatherface,2017,"Crime, Horror, Thriller",90,USA,English,50.0,1.476843,30.0
Ted 2,2015,Comedy,115,USA,English,63.0,215.863606,45.0
Hot Tub Time Machine 2,2015,"Comedy, Mystery, Sci-Fi",93,USA,English,51.0,13.081651,13.0
Ben-Hur,2016,"Action, Adventure, Drama",123,USA,"English, Persian, Greek, Arabic, Latin",57.0,94.061311,25.0
Love Is Strange,2014,"Drama, Romance",94,"USA, Greece","English, Russian",67.0,3.057388,93.0
Midnight Special,2016,"Drama, Mystery, Sci-Fi",112,"USA, Greece",English,66.0,6.740647,84.0
The Good Lie,2014,"Biography, Drama",110,"Kenya, India, USA, Canada, South Africa",English,74.0,3.396345,88.0
Star Trek Beyond,2016,"Action, Adventure, Sci-Fi",122,"USA, China, United Arab Emirates, Canada",English,71.0,343.471816,86.0
Kill Command,2016,"Action, Horror, Sci-Fi",99,UK,English,57.0,0.025427,75.0
Miss Julie,2014,"Drama, Romance",129,"Norway, UK, France, Ireland",English,54.0,0.527094,52.0
Fences,2016,Drama,139,"USA, Canada",English,72.0,64.414761,92.0
The Hunter's Prayer,2017,"Action, Thriller",91,"USA, Spain, Germany","English, German, French",56.0,0.23682,33.0
Me Before You,2016,"Drama, Romance",106,"UK, USA","English, French",74.0,208.314186,54.0
Approaching the Unknown,2016,"Drama, Sci-Fi, Thriller",90,USA,English,48.0,0.010232,43.0
Churchill,2017,"Biography, Drama, History",105,UK,English,61.0,6.724365,49.0
Hitman: Agent 47,2015,"Action, Crime, Thriller",96,"USA, UK, Germany, Canada",English,57.0,82.347656,9.0
I.T.,2016,"Crime, Drama, Mystery",95,Ireland,English,55.0,2.128301,9.0
The D Train,2015,"Comedy, Drama",101,"UK, USA",English,50.0,0.77478,53.0
Night at the Museum: Secret of the Tomb,2014,"Adventure, Comedy, Family",98,"UK, USA",English,62.0,363.204635,47.0
Miss Stevens,2016,"Comedy, Drama",86,USA,English,66.0,0.138535,91.0
Young Ones,2014,"Action, Drama, Romance",100,"South Africa, Ireland, USA",English,59.0,0.00774,50.0
The Boss,2016,Comedy,99,USA,English,54.0,78.844582,21.0
Game Night,2018,"Action, Comedy, Crime",100,USA,English,69.0,117.679066,85.0
The Grinch,2018,"Animation, Comedy, Family",85,"France, Japan, USA",English,63.0,511.595957,60.0
The Secret Life of Pets,2016,"Animation, Adventure, Comedy",87,"USA, France, Japan",English,65.0,875.457937,73.0
Fury,2014,"Action, Drama, War",134,"USA, China, UK","English, German",76.0,211.822697,76.0
The Remaining,2014,"Drama, Horror, Mystery",88,USA,English,43.0,2.297261,60.0
Blackhat,2015,"Action, Crime, Thriller",133,USA,"English, Mandarin, Spanish",54.0,19.652057,32.0
Everest,2015,"Action, Adventure, Biography",121,"UK, USA, Iceland","English, Russian",71.0,203.427584,73.0
The Sleepwalker,2014,Drama,91,"Norway, USA",English,49.0,0.005012,43.0
A Kind of Murder,2016,"Crime, Drama, Mystery",95,USA,English,53.0,0.091149,35.0
The Longest Ride,2015,"Drama, Romance",123,USA,English,71.0,62.944815,31.0
L.A. Slasher,2015,"Comedy, Crime, Drama",84,"USA, UK",English,33.0,0.002421,0.0
Absence,2013,"Horror, Sci-Fi, Thriller",84,USA,English,41.0,0.001031,22.0
The Christmas Candle,2013,"Drama, Family",100,"UK, USA",English,62.0,2.476775,21.0
Rosewater,2014,"Biography, Drama",103,USA,English,66.0,3.171593,76.0
Devil's Due,2014,"Horror, Mystery, Thriller",89,USA,"English, Spanish, Latin",41.0,36.92156,18.0
Sinister 2,2015,"Horror, Mystery, Thriller",97,"USA, UK, Canada",English,53.0,53.32915,16.0
The One I Love,2014,"Comedy, Drama, Romance",91,USA,English,71.0,0.596933,82.0
T2 Trainspotting,2017,Drama,117,UK,"English, Bulgarian, Scots",72.0,41.681746,81.0
Beauty and the Beast,2017,"Family, Fantasy, Musical",129,USA,English,71.0,1264.06438,71.0
Veronica Mars,2014,"Crime, Drama, Mystery",107,"USA, UK, France, Germany",English,68.0,3.485383,79.0
Thank You for Your Service,2017,"Biography, Drama, War",109,"USA, India",English,65.0,9.995692,77.0
Top Five,2014,"Comedy, Romance",102,USA,English,64.0,26.117471,85.0
The Interview,2014,"Action, Adventure, Comedy",112,USA,"English, Korean",65.0,11.782625,52.0
Pete's Dragon,2016,"Action, Adventure, Comedy",102,USA,English,67.0,143.695338,88.0
Starry Eyes,2014,"Drama, Fantasy, Horror",98,"USA, Belgium",English,60.0,0.01022,74.0
Annihilation,2018,"Adventure, Drama, Horror",115,UK,English,68.0,43.070915,88.0
The Pyramid,2014,"Action, Adventure, Horror",89,"USA, Morocco",English,46.0,16.861137,14.0
Mike and Dave Need Wedding Dates,2016,"Comedy, Romance",98,USA,"English, Chinese, Japanese",60.0,77.068246,38.0
A Haunted House 2,2014,"Comedy, Fantasy",86,USA,English,47.0,25.358716,8.0
The Old Man & the Gun,2018,"Biography, Comedy, Crime",93,"USA, UK","English, Spanish",67.0,17.860397,93.0
Pitch Perfect 2,2015,"Comedy, Music",115,USA,"English, German",64.0,287.144079,65.0
Tag,2018,"Action, Comedy",100,USA,"English, Spanish",65.0,78.130625,56.0
Ratchet & Clank,2016,"Animation, Action, Adventure",94,"Hong Kong, Canada, USA",English,56.0,13.385737,21.0
Strange But True,2019,Thriller,96,Canada,English,58.0,0.343038,54.0
Ride Along 2,2016,"Action, Comedy, Crime",102,USA,English,59.0,124.608438,13.0
"As Above, So Below",2014,"Horror, Mystery, Thriller",93,USA,"English, French, Latin",62.0,41.898409,26.0
Wish I Was Here,2014,"Comedy, Drama",106,USA,English,67.0,5.670776,47.0
Magic in the Moonlight,2014,"Comedy, Drama, Romance",97,"USA, France","English, French",65.0,51.029361,51.0
Life Partners,2014,"Comedy, Drama, Romance",93,USA,English,62.0,0.008265,67.0
The Shack,2017,"Drama, Fantasy",132,"USA, Canada, Hong Kong",English,63.0,96.942115,21.0
Nightcrawler,2014,"Crime, Drama, Thriller",117,USA,English,79.0,47.398992,95.0
Lucy,2014,"Action, Sci-Fi, Thriller",89,"France, Germany, Taiwan, Canada, USA, UK","English, Mandarin, French, Italian, German, Spanish, Korean",64.0,458.8636,67.0
Shaun the Sheep Movie,2015,"Animation, Adventure, Comedy",85,"UK, France, USA",None,73.0,106.209378,99.0
Red Sparrow,2018,"Action, Drama, Thriller",140,USA,"English, Russian",66.0,151.572634,45.0
Chef,2014,"Adventure, Comedy, Drama",114,USA,"English, Spanish",73.0,48.428048,87.0
Macbeth,2015,"Drama, History, War",113,"UK, France, USA",English,66.0,16.322067,80.0
I Origins,2014,"Drama, Romance, Sci-Fi",106,USA,"English, Hindi",74.0,0.481234,52.0
Insurgent,2015,"Action, Adventure, Sci-Fi",119,"USA, Canada",English,62.0,297.002527,28.0
My Old Lady,2014,"Comedy, Drama, Romance",107,"UK, France, USA","English, French",64.0,10.606667,62.0
Obvious Child,2014,"Comedy, Drama, Romance",84,USA,English,68.0,3.325417,90.0
The Signal,2014,"Drama, Mystery, Sci-Fi",97,USA,English,61.0,2.595622,61.0
John Wick,2014,"Action, Crime, Thriller",101,"USA, UK, China","English, Russian, Hungarian",74.0,86.081711,87.0
Kidnapping Mr. Heineken,2015,"Action, Crime, Drama",95,"Netherlands, Belgium, UK, USA","English, Dutch, German",61.0,3.184017,19.0
The Lazarus Effect,2015,"Horror, Mystery, Sci-Fi",83,USA,English,52.0,38.356892,16.0
The Hollow Point,2016,"Crime, Drama, Thriller",97,USA,English,54.0,0.009149,40.0
God's Pocket,2014,"Crime, Drama",88,USA,English,61.0,0.413567,37.0
The Pact II,2014,"Horror, Mystery, Thriller",96,USA,English,44.0,0.358981,23.0
ABCs of Death 2,2014,"Comedy, Fantasy, Horror",125,"USA, New Zealand, Canada, Israel, Japan, Nigeria","English, Japanese, Hebrew, Portuguese, French, Arabic, Filipino, German",54.0,0.007171,73.0
47 Meters Down,2017,"Adventure, Drama, Horror",89,UK,"English, Spanish",56.0,62.198461,53.0
Ad Astra,2019,"Adventure, Drama, Mystery",123,"China, USA","English, Norwegian",66.0,127.461872,83.0
Everybody Wants Some!!,2016,Comedy,117,USA,English,69.0,4.644472,87.0
The Transporter Refueled,2015,"Action, Adventure, Thriller",96,"France, China, Belgium, Monaco","English, Russian, French",52.0,72.62967,16.0
The Circle,2017,"Drama, Sci-Fi, Thriller",110,"United Arab Emirates, USA, France",English,53.0,40.656399,15.0
Zootopia,2016,"Animation, Adventure, Comedy",108,USA,English,80.0,1023.789075,98.0
Greater,2016,"Biography, Family, Sport",130,USA,English,73.0,2.00062,67.0
Happy Christmas,2014,"Comedy, Drama",82,USA,English,54.0,0.030312,76.0
Extraterrestrial,2014,"Action, Horror, Mystery",101,Canada,English,50.0,0.071103,29.0
Comet,2014,"Comedy, Drama, Romance",91,USA,English,68.0,0.01953,42.0
Hot Pursuit,2015,"Action, Comedy, Crime",87,USA,"English, Spanish",51.0,51.380201,7.0
Drive Hard,2014,"Action, Comedy, Crime",92,Canada,English,44.0,0.26703,8.0
Alvin and the Chipmunks: The Road Chip,2015,"Animation, Adventure, Comedy",92,USA,"English, Spanish",50.0,234.798636,15.0
The Purge: Anarchy,2014,"Action, Adventure, Horror",103,"USA, France",English,64.0,111.928365,57.0
Batman v Superman: Dawn of Justice,2016,"Action, Adventure, Sci-Fi",152,USA,English,64.0,873.637528,28.0
Term Life,2016,"Action, Crime, Drama",93,USA,English,55.0,0.243793,0.0
Dolphin Tale 2,2014,"Drama, Family",107,USA,English,64.0,57.824533,66.0
A Hologram for the King,2016,"Comedy, Drama, Romance",98,"UK, France, Germany, Mexico, USA","English, Arabic",61.0,9.169507,71.0
The Theory of Everything,2014,"Biography, Drama, Romance",123,"UK, Japan, USA","English, French",77.0,123.726688,80.0
The Girl in the Book,2015,Drama,86,USA,English,61.0,0.081379,92.0
The Guest,2014,"Action, Crime, Drama",100,"USA, UK",English,67.0,2.700051,91.0
The Hundred-Foot Journey,2014,"Comedy, Drama",122,"USA, India, United Arab Emirates","English, French",73.0,89.514453,67.0
Camp X-Ray,2014,"Drama, War",117,USA,English,69.0,0.079624,75.0
Cantinflas,2014,"Biography, Comedy, Drama",102,Mexico,"Spanish, English",65.0,17.998703,45.0
Ode to Joy,2019,Comedy,97,USA,English,64.0,0.022594,45.0
The Lego Ninjago Movie,2017,"Animation, Action, Adventure",101,"USA, Denmark, Australia",English,60.0,123.081555,56.0
Intruder,2016,"Horror, Mystery, Thriller",88,USA,English,33.0,0.128788,23.0
Moms' Night Out,2014,Comedy,98,USA,English,54.0,10.536956,20.0
Criminal,2016,"Action, Sci-Fi, Thriller",113,"USA, UK, Bulgaria","English, French, Russian",63.0,38.803993,30.0
Stonewall,2015,"Drama, History",129,USA,English,52.0,0.292669,9.0
Iron Sky: The Coming Race,2019,"Action, Adventure, Comedy",93,"Finland, Germany, Belgium","English, German",50.0,0.4009,29.0
Club Life,2015,Drama,87,USA,English,48.0,0.219229,20.0
The Jungle Book,2016,"Adventure, Drama, Family",106,"UK, USA",English,74.0,966.552003,94.0
Mortdecai,2015,"Action, Adventure, Comedy",107,"UK, USA",English,55.0,47.275695,12.0
Before I Disappear,2014,Drama,93,"USA, UK",English,72.0,0.010078,37.0
Inferno,2016,"Action, Adventure, Crime",121,"USA, Hungary","English, French, Italian, Turkish",62.0,220.021259,23.0
The Conjuring 2,2016,"Horror, Mystery, Thriller",134,"Canada, USA, UK",English,73.0,320.392818,80.0
The Forbidden Room,2015,"Comedy, Mystery",130,Canada,English,61.0,0.048082,96.0
Love & Friendship,2016,"Comedy, Drama, Romance",90,"Ireland, France, Netherlands","English, French",64.0,21.401949,97.0
Creed,2015,"Drama, Sport",133,USA,"English, Spanish",76.0,173.567581,95.0
Suffragette,2015,"Drama, History",106,"UK, France",English,69.0,31.972096,73.0
Spy,2015,"Action, Comedy, Crime",120,"USA, UK, France, Hungary, Germany","English, French, Italian, German, Hungarian",70.0,235.666219,95.0
Kelly & Cal,2014,"Comedy, Drama",111,USA,English,62.0,0.017702,71.0
Kickboxer: Vengeance,2016,"Action, Crime, Drama",90,USA,English,49.0,0.287779,39.0
